ExecutionId,Cycle,Folder Name,Issue Key,Test Summary,Project,Component,Version,Priority,Executed By,Executed On,Execution Status,Execution Defect(s),Creation Date,Assigned To,Execution Custom Field,Work Flow Status,Total Execution Time,Total Logged Time,StepId,OrderId,Step,Test Data,Expected Result,Step Result,Comment,Test Step Custom Field
11253575-116a-44b2-a51b-3d137cc25e3c,Admin Module,,FA-12,Verify the structure of the Admin Module,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-19-2022 19:53:47,PASS,,05-19-2022 19:50:53,,,,,,cd176e9f-bd4c-48f5-8ca6-107a39e95173,1,1. Launch OrangeHRM,Orange HRM,User should be able to launch Orange HRM,PASS,,
be15d91f-7927-4bdb-9087-add3a27078ce,2,"2.Go to go to PIM>>Configuration>>Custom Fields, click “Add”",,"Admin should be able to open the ""Add custom fields"" window",PASS,,
581e2565-b57b-4f25-b5a1-9fc40d848774,3,"3. Fill in all the details for the ""add custom field"" window",,The user should be able to fill in all the necessary fields,PASS,,
3439fc57-018e-40a2-89a1-e4dbbcf7470e,4,4.Click SAVE after fill in all the necessary fields,,Admin should be able to save all the added informations,PASS,,
42b35699-b18a-4e1f-b4d6-0129546cd077,5,"5.Click on ""add"" button in order to add a custom field",,"Admin is able to add multiple ""custom fields""",PASS,,
438415e2-ed8d-40e9-bcc2-fb20784650d6,6,"6.Click ""save"" to save all the information added",,Information should be saved,PASS,,
a40aae22-4c73-4914-ab37-93098a85282d,Admin Module,,FA-13,Verify that the Hr Admin can create a User Role,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-30-2022 18:59:27,PASS,,05-19-2022 20:22:11,,,,,,bf666921-60a9-49cc-acff-e7ba2944e7ff,1,1. Go to Admin>> User Management>> Users and click “Add,Admin>> User Management>> Users and click “Add,User is able to aces the ADD section,PASS,,
7855ca12-944c-4d58-8472-65c6592519a0,2,2. Fill all the necessary field,Admin>> User Management>> Users and click “Add,User is able to fill all the fields,PASS,,
4ee132d4-36c1-476f-b7ef-f8b0b0ed0615,3,3. Click “Save” once the fields are added.,,"User is able to click ""save"" and can save the information",PASS,,
f0264089-be3c-4edd-9b7a-c69b8bc06159,Admin Module,,FA-15,Verify that Hr Admin can reset the search,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-30-2022 19:11:10,PASS,,05-19-2022 20:46:04,,,,,,e900197f-2176-414a-a0c4-907c9d2354f1,1,1. Launch Orange hrm,,User is able to launch the app,PASS,,
442fd68b-ac39-4e6e-96cc-cd152049eeb8,2,2. Fill in the system user,,User should be able to fill the system user and save it,PASS,,
c15d7a85-0059-47bc-bdbf-3ffb0b89e3ae,3,"3. Click on ""reset"" button t reset the search",,User should be able to reset the search,PASS,,
84176335-c379-4634-9193-65932fdf440e,Admin Module,,FA-14,Verify System User List,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-30-2022 19:08:37,PASS,,05-19-2022 20:34:51,,,,,,00ddce41-a90b-42c2-aacb-c3a2998c9d69,1,Go to Admin >user management > users,Admin >user management > users,the admin can access the system users successfuly,PASS,,
45e14c3b-2d18-48f2-8faa-46e704796f63,2,check the system user list,"- user name
- user role 
- employee name 
- status",System user list should be shown,PASS,,
4d774d4b-2768-484c-957e-172c6154ae00,Admin Module,,FA-16,Veify the Admin is able to delete a user,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-30-2022 19:14:38,PASS,,05-30-2022 18:49:50,,,,,,5c9e99c1-c06f-4bba-851a-9790ac73a54f,1,1.Launch Orange Hrm,,User is able to launch the application,PASS,,
7b28108f-51b8-4c4e-a80e-d064050ffd58,2,2. Check the System User list,,Admin shoulbe able to see the entire list,PASS,,
5a8a3729-4e33-4dac-8c47-77cb05cb56a0,3,3.Check on the user that you need to delete,,User should be able to be checked,PASS,,
ca464c58-7473-4ea8-8d03-86c0ac5b64ba,4,"4. Click on ""Delete"" in order to delete the user",,Admin should be able to delete the chosen user,PASS,,
1ddd4742-3003-4c16-8d19-97a49ca2fbca,Admin Module,,FA-20,Verify Admin is able to import data from CSV file into the Configuration module,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-30-2022 19:54:30,FAIL,FA-25,05-30-2022 18:51:07,,,,,,9dd045fb-c999-4679-bb38-b48ccd00e0df,1,Launch Orange hrm,,Admin si able to access the app,PASS,,
13a69c21-176b-48e8-82a5-421d55005a5a,2,"Go to PIM>> Configuration>>
Data Import",,CSV Data Import is shown,PASS,,
1f3cf3d8-cc74-4bc8-9990-5fdc934453fa,3,"Click on ""Browse""",,"User can click the ""select"" button",PASS,,
a339236f-d940-408b-acd0-ad6ba0e396d4,4,"Select a CSV file and click ""Upload""",,User is able to upload the CVS file,FAIL,,
4aed54c1-9f7b-4299-897a-a16e9f4c4282,Admin Module,,FA-17,"Verify admin is able to configure the ""optional fields""",FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,05-30-2022 19:18:28,PASS,FA-26,05-30-2022 18:50:10,,,,,,d578b3a7-98a2-4ac7-ae34-2b38dcbd95ce,1,1.Launch Orange HRM,,Admin is able to launch the application,PASS,,
9187de1d-eb2a-4400-9169-b30de8e894dd,2,"2.Go to PIM>> Configuration>> Optional
Fields",,Admin is able to access the Optional Fields,PASS,,
9b4f1b35-fc37-49c8-a956-a7b4132f69bc,3,3.Check that each option is clickable,,All options should be clickable,PASS,,
c9911b31-3f09-409b-8af6-a3654cb37a43,4,"4.Click ""SAVE"" after selecting each option",,Every option that was checked should reflect the employees personal details,PASS,,
d579d1a5-71c3-426e-98d6-2880fd48845f,Admin Module,,FA-35,Exploratory testing,FinalProject_AlexandraIstrati,,OrangeHRM product launch,Medium,Alexandra Istrati,06-22-2022 19:15:52,FAIL,"FA-27,FA-28,FA-29,FA-30,FA-31,FA-32,FA-33",06-22-2022 19:05:48,,,,,,,,,,,,
